"CS","donor","PCoA_data_1","PCoA_data_2","BaseMedia"
"Fumarate",2,0.0179009912301216,-0.0268467195920572,"BHI_10"
"Fumarate",3,-0.0258756886505818,-0.0734970815458229,"BHI_10"
"Fumarate",4,0.0284976341509805,-0.0521388206506224,"BHI_10"
"Fumarate",5,-0.0125999217664608,-0.0678885630449065,"BHI_10"
"Fumarate",6,-0.000273954640368966,-0.0462515552999644,"BHI_10"
"Fumarate",7,0.0582057785318238,-0.0705318968029645,"BHI_10"
"Fumarate",8,-0.00506461991788404,0.000568737586848937,"BHI_10"
"Galactitol",2,0.0694607576365369,-0.0128461209677739,"BHI_10"
"Galactitol",3,0.136136443509403,-0.00507987457111193,"BHI_10"
"Galactitol",4,0.0289334011239102,-0.0262883509362734,"BHI_10"
"Galactitol",5,-0.0754228547582321,-0.0234422833515137,"BHI_10"
"Galactitol",6,0.123923634782079,-0.018594938361408,"BHI_10"
"Galactitol",7,0.144621228062576,-0.0306632310907083,"BHI_10"
"Galactitol",8,0.154374131903821,0.000113438632968615,"BHI_10"
"Galactose",2,-0.0645048563075835,0.100881936701103,"BHI_10"
"Galactose",3,-0.0673705899727026,0.0170717351117196,"BHI_10"
"Galactose",4,-0.071535928529805,-0.0148131930156276,"BHI_10"
"Galactose",5,-0.0664622345200238,0.0437590434760339,"BHI_10"
"Galactose",6,-0.0305063488584783,-0.0243667564153503,"BHI_10"
"Galactose",7,-0.0908021934046491,-0.0447636769898392,"BHI_10"
"Galactose",8,-0.0356515496141889,0.13828782148158,"BHI_10"
"Glucose",2,-0.0910686041514784,0.0143367204868729,"BHI_10"
"Glucose",3,-0.0304759850756559,0.10022895672887,"BHI_10"
"Glucose",4,-0.104972672817194,0.0221595224167816,"BHI_10"
"Glucose",5,-0.0973130102601858,0.0170194103082783,"BHI_10"
"Glucose",6,-0.11074438897496,0.0226604949722889,"BHI_10"
"Glucose",7,-0.0670202652333733,-0.0639849453306638,"BHI_10"
"Glucose",8,-0.0202652122136827,0.13405073327064,"BHI_10"
"Glycerol",2,0.13089353288113,-0.0153576977898271,"BHI_10"
"Glycerol",3,0.197364608211419,0.0524106282447276,"BHI_10"
"Glycerol",4,0.140541970674225,-0.0456874857137837,"BHI_10"
"Glycerol",5,9.31879914314411e-05,-0.031987626011916,"BHI_10"
"Glycerol",6,-0.0844634196747339,-0.0239827994705871,"BHI_10"
"Glycerol",7,0.122165318999052,-0.0545338383105383,"BHI_10"
"Glycerol",8,NA,NA,"BHI_10"
"Lactose",2,-0.0776903436290517,0.0670281014676018,"BHI_10"
"Lactose",3,-0.0819769201027678,0.0653878102177403,"BHI_10"
"Lactose",4,-0.107898075528967,0.0279908644991687,"BHI_10"
"Lactose",5,-0.10584551450693,0.0336755674855564,"BHI_10"
"Lactose",6,-0.0770936918307833,-0.0343533254848942,"BHI_10"
"Lactose",7,-0.0857233787448722,-0.0534418150464682,"BHI_10"
"Lactose",8,-0.0214205350128864,0.0847228884915705,"BHI_10"
"Maltose",2,0.00839901598325423,0.0587044811271542,"BHI_10"
"Maltose",3,-0.0547707112955344,0.0623578811642232,"BHI_10"
"Maltose",4,-0.0326758833417398,0.0431815875999651,"BHI_10"
"Maltose",5,-0.0288375418336904,0.0758981830446964,"BHI_10"
"Maltose",6,0.0329207875331956,0.0716017219135042,"BHI_10"
"Maltose",7,-0.0345397941624846,-0.0714476737370005,"BHI_10"
"Maltose",8,-0.0167777299019552,0.26203677160753,"BHI_10"
"Mannitol",2,-0.110633792132477,-0.0136419687067985,"BHI_10"
"Mannitol",3,-0.132674955895984,-0.0101464773111027,"BHI_10"
"Mannitol",4,-0.106070303053007,-0.0205316722544592,"BHI_10"
"Mannitol",5,-0.125355047681585,-0.00777923828708555,"BHI_10"
"Mannitol",6,-0.1335017379982,-0.0232609814670517,"BHI_10"
"Mannitol",7,-0.0988963500528351,-0.0562116394375066,"BHI_10"
"Mannitol",8,-0.0550901866130179,-0.0259943216748444,"BHI_10"
"Mannose",2,-0.124681293927099,0.00959117682398257,"BHI_10"
"Mannose",3,-0.109299045811956,0.0352210601963812,"BHI_10"
"Mannose",4,-0.115883849752,0.00682959921269855,"BHI_10"
"Mannose",5,-0.114193511754169,-0.00277485824439083,"BHI_10"
"Mannose",6,-0.111885560576627,-0.0175340401711471,"BHI_10"
"Mannose",7,-0.0824674786082755,0.024519388710302,"BHI_10"
"Mannose",8,-0.0366775424793949,0.0193722111726355,"BHI_10"
"Melibiose",2,-0.0734350925869271,0.00334889408834843,"BHI_10"
"Melibiose",3,-0.0865103424058149,0.0764851810701338,"BHI_10"
"Melibiose",4,-0.0339291398818699,0.0479212812264195,"BHI_10"
"Melibiose",5,-0.0875801133778794,-0.0122640168846078,"BHI_10"
"Melibiose",6,-0.0609865196947932,-0.019744597858365,"BHI_10"
"Melibiose",7,-0.0373542002416237,0.0432782456102866,"BHI_10"
"Melibiose",8,-0.0576773705952993,0.0619427099745774,"BHI_10"
"Oxaloacetate",2,0.0316600077754755,-0.046173845356432,"BHI_10"
"Oxaloacetate",3,0.0866408552483586,-0.00573248950326238,"BHI_10"
"Oxaloacetate",4,0.0300899173772269,-0.0318577463916159,"BHI_10"
"Oxaloacetate",5,-0.0240983624837615,-0.0256259511487203,"BHI_10"
"Oxaloacetate",6,0.0184331435288163,-0.0321589171873883,"BHI_10"
"Oxaloacetate",7,0.0438444812413365,-0.0758768798778575,"BHI_10"
"Oxaloacetate",8,0.0220913997742153,-0.012562233867335,"BHI_10"
"Pyruvate",2,-0.0163258630873455,-0.033919142496769,"BHI_10"
"Pyruvate",3,0.00886500589758929,-0.0192943602374097,"BHI_10"
"Pyruvate",4,-0.0632457778644481,-0.0181865941947526,"BHI_10"
"Pyruvate",5,-0.067740761622014,-0.0259710602572656,"BHI_10"
"Pyruvate",6,-0.0348013133905335,-0.0339452788813676,"BHI_10"
"Pyruvate",7,-0.0103459010773534,-0.0412637447532063,"BHI_10"
"Pyruvate",8,0.0822220717932035,-0.0537108600589982,"BHI_10"
"Rhamnose",2,-0.0345735243906621,-0.0222085779531984,"BHI_10"
"Rhamnose",3,-0.0447790856295626,-0.0412007981001833,"BHI_10"
"Rhamnose",4,-0.0281488935573336,-0.0453218343769982,"BHI_10"
"Rhamnose",5,-0.0904016366966894,-0.0230481472318431,"BHI_10"
"Rhamnose",6,0.011221891733879,-0.0424578149990709,"BHI_10"
"Rhamnose",7,-0.0185659625539154,-0.0764704967366397,"BHI_10"
"Rhamnose",8,0.0162304065156912,-0.0400482724939327,"BHI_10"
"Ribose",2,-0.0629766310236525,-0.0251538582903929,"BHI_10"
"Ribose",3,0.0714362668815239,-0.0841462597726621,"BHI_10"
"Ribose",4,-0.0403564737875019,-0.0471207042926291,"BHI_10"
"Ribose",5,0.0834320382135577,0.100815673675933,"BHI_10"
"Ribose",6,0.0268122455246233,-0.0370395832891468,"BHI_10"
"Ribose",7,-0.051336175093261,-0.0693668213156776,"BHI_10"
"Ribose",8,0.0373598779392778,-0.0601528129930644,"BHI_10"
"Sorbitol",2,-0.059066427706399,-0.0227756555680738,"BHI_10"
"Sorbitol",3,-0.0704820587052112,0.00442795490230074,"BHI_10"
"Sorbitol",4,-0.0503251668170148,-0.0285301049875291,"BHI_10"
"Sorbitol",5,-0.108807850838481,-0.0147088630871923,"BHI_10"
"Sorbitol",6,-0.0592516930164743,-0.0459823081633745,"BHI_10"
"Sorbitol",7,-0.0755845659630369,-0.0667307640420306,"BHI_10"
"Sorbitol",8,-0.037026950238295,0.0395412274994667,"BHI_10"
"Succinate",2,0.123426206746424,-0.0394608833597196,"BHI_10"
"Succinate",3,0.160999545021614,-0.0368786137430253,"BHI_10"
"Succinate",4,0.11014275673342,0.0618779350585679,"BHI_10"
"Succinate",5,0.124908616323115,-0.0308963516048401,"BHI_10"
"Succinate",6,0.127115081112013,-0.0460030541301872,"BHI_10"
"Succinate",7,0.164184950786238,-0.0644071841494876,"BHI_10"
"Succinate",8,0.160425686149878,-0.0284954147229277,"BHI_10"
"Sucrose",2,0.0288305865915,0.174264465345586,"BHI_10"
"Sucrose",3,0.040536076217432,0.163999170139954,"BHI_10"
"Sucrose",4,0.0710766459689522,0.193331684326811,"BHI_10"
"Sucrose",5,-0.00526930157748636,0.248544256095772,"BHI_10"
"Sucrose",6,0.027207911985627,0.152185809664137,"BHI_10"
"Sucrose",7,-0.0205324032310191,0.0609576067504021,"BHI_10"
"Sucrose",8,-0.0212974358252808,0.262635499941812,"BHI_10"
"ddH2O",2,0.074690528998308,-0.0425868792038354,"BHI_10"
"ddH2O",3,0.132105094552485,-0.0518654294409079,"BHI_10"
"ddH2O",4,0.146693449935874,-0.0551900663909178,"BHI_10"
"ddH2O",5,0.116933393583261,-0.071898134823102,"BHI_10"
"ddH2O",6,0.0791396037973296,-0.0644810007980708,"BHI_10"
"ddH2O",7,0.146171959306907,-0.103116282246777,"BHI_10"
"ddH2O",8,0.180601370391376,-0.0570751976543999,"BHI_10"
