"Family","Donor","CS","OD","OD_median","relab","relab_median","BaseMedia"
"Family XIII",6,"ddH2O",0.2155,0.207,0.0084172095,0.004225928,"BHI_10"
"Family XIII",7,"ddH2O",0.188,0.207,0.004225928,0.004225928,"BHI_10"
"Family XIII",8,"ddH2O",0.2135,0.207,0.0049897725,0.004225928,"BHI_10"
"Lachnospiraceae",2,"Acetate",0.225,0.1965,0.237383537,0.238852068,"BHI_10"
"Lachnospiraceae",3,"Acetate",0.159,0.1965,0.2408335055,0.238852068,"BHI_10"
"Lachnospiraceae",4,"Acetate",0.1965,0.1965,0.2547884345,0.238852068,"BHI_10"
"Lachnospiraceae",5,"Acetate",0.178,0.1965,0.238852068,0.238852068,"BHI_10"
"Lachnospiraceae",6,"Acetate",0.1725,0.1965,0.2763630425,0.238852068,"BHI_10"
"Lachnospiraceae",7,"Acetate",0.2025,0.1965,0.1986415715,0.238852068,"BHI_10"
"Lachnospiraceae",8,"Acetate",0.2035,0.1965,0.2029368645,0.238852068,"BHI_10"
"Lachnospiraceae",2,"Arabinose",0.459,0.474,0.095953444,0.0980892425,"BHI_10"
"Lachnospiraceae",3,"Arabinose",0.4385,0.474,0.075834956,0.0980892425,"BHI_10"
"Lachnospiraceae",4,"Arabinose",0.474,0.474,0.135148719,0.0980892425,"BHI_10"
"Lachnospiraceae",5,"Arabinose",0.493,0.474,0.0980892425,0.0980892425,"BHI_10"
"Lachnospiraceae",6,"Arabinose",0.5285,0.474,0.1211353225,0.0980892425,"BHI_10"
"Lachnospiraceae",7,"Arabinose",0.4635,0.474,0.0899181455,0.0980892425,"BHI_10"
"Lachnospiraceae",8,"Arabinose",0.5355,0.474,0.109553228,0.0980892425,"BHI_10"
"Lachnospiraceae",2,"Citrate",0.2775,0.275,0.1309313945,0.2440942905,"BHI_10"
"Lachnospiraceae",3,"Citrate",0.2455,0.275,0.3643250325,0.2440942905,"BHI_10"
"Lachnospiraceae",4,"Citrate",0.2705,0.275,0.2440942905,0.2440942905,"BHI_10"
"Lachnospiraceae",5,"Citrate",0.29,0.275,0.166342819,0.2440942905,"BHI_10"
"Lachnospiraceae",6,"Citrate",0.265,0.275,0.2647396085,0.2440942905,"BHI_10"
"Lachnospiraceae",7,"Citrate",0.275,0.275,0.2849877095,0.2440942905,"BHI_10"
"Lachnospiraceae",8,"Citrate",0.331,0.275,0.1273380245,0.2440942905,"BHI_10"
"Lachnospiraceae",2,"Fructose",0.419,0.472,0.075901644,0.075901644,"BHI_10"
"Lachnospiraceae",3,"Fructose",0.457,0.472,0.070466843,0.075901644,"BHI_10"
"Lachnospiraceae",4,"Fructose",0.5045,0.472,0.105008278,0.075901644,"BHI_10"
"Lachnospiraceae",5,"Fructose",0.472,0.472,0.0664691495,0.075901644,"BHI_10"
"Lachnospiraceae",6,"Fructose",0.474,0.472,0.0765101575,0.075901644,"BHI_10"
"Lachnospiraceae",7,"Fructose",0.4715,0.472,0.0764734045,0.075901644,"BHI_10"
"Lachnospiraceae",8,"Fructose",0.5845,0.472,0.038989889,0.075901644,"BHI_10"
"Lachnospiraceae",2,"Fucose",0.2855,0.3895,0.0755342115,0.097423463,"BHI_10"
"Lachnospiraceae",3,"Fucose",0.3585,0.3895,0.08078649,0.097423463,"BHI_10"
"Lachnospiraceae",4,"Fucose",0.42,0.3895,0.099280329,0.097423463,"BHI_10"
"Lachnospiraceae",5,"Fucose",0.4015,0.3895,0.097423463,0.097423463,"BHI_10"
"Lachnospiraceae",6,"Fucose",0.386,0.3895,0.1097954545,0.097423463,"BHI_10"
"Lachnospiraceae",7,"Fucose",0.3895,0.3895,0.102569424,0.097423463,"BHI_10"
"Lachnospiraceae",8,"Fucose",0.4085,0.3895,0.079140741,0.097423463,"BHI_10"
"Lachnospiraceae",2,"Fumarate",0.2885,0.293,0.10468477,0.0983574905,"BHI_10"
"Lachnospiraceae",3,"Fumarate",0.2655,0.293,0.063773339,0.0983574905,"BHI_10"
"Lachnospiraceae",4,"Fumarate",0.329,0.293,0.091784677,0.0983574905,"BHI_10"
"Lachnospiraceae",5,"Fumarate",0.293,0.293,0.0983574905,0.0983574905,"BHI_10"
"Lachnospiraceae",6,"Fumarate",0.2685,0.293,0.1487129325,0.0983574905,"BHI_10"
"Lachnospiraceae",7,"Fumarate",0.293,0.293,0.1419473055,0.0983574905,"BHI_10"
"Lachnospiraceae",8,"Fumarate",0.3175,0.293,0.080459938,0.0983574905,"BHI_10"
"Lachnospiraceae",2,"Galacticol",0.27,0.363,0.2391160155,0.350398701,"BHI_10"
"Lachnospiraceae",3,"Galacticol",0.334,0.363,0.350398701,0.350398701,"BHI_10"
"Lachnospiraceae",4,"Galacticol",0.44,0.363,0.1931582765,0.350398701,"BHI_10"
"Lachnospiraceae",5,"Galacticol",0.458,0.363,0.1271196485,0.350398701,"BHI_10"
"Lachnospiraceae",6,"Galacticol",0.2565,0.363,0.4014871385,0.350398701,"BHI_10"
"Lachnospiraceae",7,"Galacticol",0.42,0.363,0.4637601725,0.350398701,"BHI_10"
"Lachnospiraceae",8,"Galacticol",0.363,0.363,0.3730757645,0.350398701,"BHI_10"
"Lachnospiraceae",2,"Galactose",0.4275,0.459,0.040289652,0.087459261,"BHI_10"
"Lachnospiraceae",3,"Galactose",0.4575,0.459,0.087459261,0.087459261,"BHI_10"
"Lachnospiraceae",4,"Galactose",0.4945,0.459,0.12737832,0.087459261,"BHI_10"
"Lachnospiraceae",5,"Galactose",0.5305,0.459,0.0837564845,0.087459261,"BHI_10"
"Lachnospiraceae",6,"Galactose",0.459,0.459,0.1354540695,0.087459261,"BHI_10"
"Lachnospiraceae",7,"Galactose",0.433,0.459,0.099821577,0.087459261,"BHI_10"
"Lachnospiraceae",8,"Galactose",0.531,0.459,0.0625604285,0.087459261,"BHI_10"
"Lachnospiraceae",2,"Glucose",0.424,0.491,0.063407982,0.0926120405,"BHI_10"
"Lachnospiraceae",3,"Glucose",0.4665,0.491,0.1256671795,0.0926120405,"BHI_10"
"Lachnospiraceae",4,"Glucose",0.503,0.491,0.1143838615,0.0926120405,"BHI_10"
"Lachnospiraceae",5,"Glucose",0.5105,0.491,0.07007736,0.0926120405,"BHI_10"
"Lachnospiraceae",6,"Glucose",0.491,0.491,0.1153082335,0.0926120405,"BHI_10"
"Lachnospiraceae",7,"Glucose",0.381,0.491,0.0926120405,0.0926120405,"BHI_10"
"Lachnospiraceae",8,"Glucose",0.5805,0.491,0.045852795,0.0926120405,"BHI_10"
"Lachnospiraceae",2,"Glycerol",0.2845,0.30725,0.3629429015,0.332960733,"BHI_10"
"Lachnospiraceae",3,"Glycerol",0.3405,0.30725,0.3740645255,0.332960733,"BHI_10"
"Lachnospiraceae",4,"Glycerol",0.3185,0.30725,0.32766529,0.332960733,"BHI_10"
"Lachnospiraceae",5,"Glycerol",0.333,0.30725,0.181999428,0.332960733,"BHI_10"
"Lachnospiraceae",6,"Glycerol",0.2635,0.30725,0.3031450545,0.332960733,"BHI_10"
"Lachnospiraceae",7,"Glycerol",0.296,0.30725,0.338256176,0.332960733,"BHI_10"
"Lachnospiraceae",8,"Glycerol",NA,0.30725,NA,0.332960733,"BHI_10"
"Lachnospiraceae",2,"Lactose",0.471,0.4885,0.068432759,0.0847771515,"BHI_10"
"Lachnospiraceae",3,"Lactose",0.479,0.4885,0.0959777045,0.0847771515,"BHI_10"
"Lachnospiraceae",4,"Lactose",0.4885,0.4885,0.1051283375,0.0847771515,"BHI_10"
"Lachnospiraceae",5,"Lactose",0.489,0.4885,0.0818149385,0.0847771515,"BHI_10"
"Lachnospiraceae",6,"Lactose",0.527,0.4885,0.106852143,0.0847771515,"BHI_10"
"Lachnospiraceae",7,"Lactose",0.456,0.4885,0.0847771515,0.0847771515,"BHI_10"
"Lachnospiraceae",8,"Lactose",0.544,0.4885,0.0713971725,0.0847771515,"BHI_10"
"Lachnospiraceae",2,"Maltose",0.46,0.497,0.0591349435,0.115281033,"BHI_10"
"Lachnospiraceae",3,"Maltose",0.497,0.497,0.115281033,0.115281033,"BHI_10"
"Lachnospiraceae",4,"Maltose",0.504,0.497,0.1330023305,0.115281033,"BHI_10"
"Lachnospiraceae",5,"Maltose",0.4965,0.497,0.1323082565,0.115281033,"BHI_10"
"Lachnospiraceae",6,"Maltose",0.521,0.497,0.213374848,0.115281033,"BHI_10"
"Lachnospiraceae",7,"Maltose",0.4605,0.497,0.100958307,0.115281033,"BHI_10"
"Lachnospiraceae",8,"Maltose",0.5665,0.497,0.032576878,0.115281033,"BHI_10"
"Lachnospiraceae",2,"Mannitol",0.521,0.5095,0.103096958,0.0781253005,"BHI_10"
"Lachnospiraceae",3,"Mannitol",0.4475,0.5095,0.0640435535,0.0781253005,"BHI_10"
"Lachnospiraceae",4,"Mannitol",0.4975,0.5095,0.097089664,0.0781253005,"BHI_10"
"Lachnospiraceae",5,"Mannitol",0.5205,0.5095,0.0653275495,0.0781253005,"BHI_10"
"Lachnospiraceae",6,"Mannitol",0.4965,0.5095,0.0781253005,0.0781253005,"BHI_10"
"Lachnospiraceae",7,"Mannitol",0.5095,0.5095,0.074369942,0.0781253005,"BHI_10"
"Lachnospiraceae",8,"Mannitol",0.5235,0.5095,0.107103388,0.0781253005,"BHI_10"
"Lachnospiraceae",2,"Mannose",0.4565,0.5305,0.071042083,0.075512168,"BHI_10"
"Lachnospiraceae",3,"Mannose",0.4925,0.5305,0.0774689005,0.075512168,"BHI_10"
"Lachnospiraceae",4,"Mannose",0.5305,0.5305,0.098404899,0.075512168,"BHI_10"
"Lachnospiraceae",5,"Mannose",0.5535,0.5305,0.069429528,0.075512168,"BHI_10"
"Lachnospiraceae",6,"Mannose",0.5705,0.5305,0.102778693,0.075512168,"BHI_10"
"Lachnospiraceae",7,"Mannose",0.5275,0.5305,0.058032388,0.075512168,"BHI_10"
"Lachnospiraceae",8,"Mannose",0.5635,0.5305,0.075512168,0.075512168,"BHI_10"
"Lachnospiraceae",2,"Melibiose",0.561,0.561,0.0963664405,0.097945692,"BHI_10"
"Lachnospiraceae",3,"Melibiose",0.603,0.561,0.091324011,0.097945692,"BHI_10"
"Lachnospiraceae",4,"Melibiose",0.47,0.561,0.1449576715,0.097945692,"BHI_10"
"Lachnospiraceae",5,"Melibiose",0.521,0.561,0.1334648795,0.097945692,"BHI_10"
"Lachnospiraceae",6,"Melibiose",0.4965,0.561,0.1336992525,0.097945692,"BHI_10"
"Lachnospiraceae",7,"Melibiose",0.683,0.561,0.097945692,0.097945692,"BHI_10"
"Lachnospiraceae",8,"Melibiose",0.5795,0.561,0.077647127,0.097945692,"BHI_10"
"Lachnospiraceae",2,"Oxaloacetate",0.279,0.278,0.165641251,0.2312941885,"BHI_10"
"Lachnospiraceae",3,"Oxaloacetate",0.278,0.278,0.241861106,0.2312941885,"BHI_10"
"Lachnospiraceae",4,"Oxaloacetate",0.247,0.278,0.2312941885,0.2312941885,"BHI_10"
"Lachnospiraceae",5,"Oxaloacetate",0.269,0.278,0.217571117,0.2312941885,"BHI_10"
"Lachnospiraceae",6,"Oxaloacetate",0.271,0.278,0.238022786,0.2312941885,"BHI_10"
"Lachnospiraceae",7,"Oxaloacetate",0.286,0.278,0.18441081,0.2312941885,"BHI_10"
"Lachnospiraceae",8,"Oxaloacetate",0.314,0.278,0.2460923575,0.2312941885,"BHI_10"
"Lachnospiraceae",2,"Pyruvate",0.3315,0.309,0.146370108,0.146370108,"BHI_10"
"Lachnospiraceae",3,"Pyruvate",0.279,0.309,0.1302854265,0.146370108,"BHI_10"
"Lachnospiraceae",4,"Pyruvate",0.309,0.309,0.1450451735,0.146370108,"BHI_10"
"Lachnospiraceae",5,"Pyruvate",0.3125,0.309,0.1354953585,0.146370108,"BHI_10"
"Lachnospiraceae",6,"Pyruvate",0.2795,0.309,0.167930072,0.146370108,"BHI_10"
"Lachnospiraceae",7,"Pyruvate",0.2895,0.309,0.1581451735,0.146370108,"BHI_10"
"Lachnospiraceae",8,"Pyruvate",0.3765,0.309,0.1807379705,0.146370108,"BHI_10"
"Lachnospiraceae",2,"Rhamnose",0.3735,0.355,0.1042392655,0.1110972035,"BHI_10"
"Lachnospiraceae",3,"Rhamnose",0.355,0.355,0.1110972035,0.1110972035,"BHI_10"
"Lachnospiraceae",4,"Rhamnose",0.3535,0.355,0.1283471695,0.1110972035,"BHI_10"
"Lachnospiraceae",5,"Rhamnose",0.3665,0.355,0.112831904,0.1110972035,"BHI_10"
"Lachnospiraceae",6,"Rhamnose",0.297,0.355,0.1958475365,0.1110972035,"BHI_10"
"Lachnospiraceae",7,"Rhamnose",0.3405,0.355,0.1048208115,0.1110972035,"BHI_10"
"Lachnospiraceae",8,"Rhamnose",0.379,0.355,0.1083241575,0.1110972035,"BHI_10"
"Lachnospiraceae",2,"Ribose",0.3435,0.3985,0.117227232,0.1017297795,"BHI_10"
"Lachnospiraceae",3,"Ribose",0.3725,0.3985,0.121370016,0.1017297795,"BHI_10"
"Lachnospiraceae",4,"Ribose",0.3415,0.3985,0.0991216495,0.1017297795,"BHI_10"
"Lachnospiraceae",5,"Ribose",0.554,0.3985,0.1017297795,0.1017297795,"BHI_10"
"Lachnospiraceae",6,"Ribose",0.4195,0.3985,0.0893764825,0.1017297795,"BHI_10"
"Lachnospiraceae",7,"Ribose",0.3985,0.3985,0.077762944,0.1017297795,"BHI_10"
"Lachnospiraceae",8,"Ribose",0.425,0.3985,0.1221001345,0.1017297795,"BHI_10"
"Lachnospiraceae",2,"Sorbitol",0.484,0.4705,0.118554946,0.120497543,"BHI_10"
"Lachnospiraceae",3,"Sorbitol",0.4135,0.4705,0.1230598425,0.120497543,"BHI_10"
"Lachnospiraceae",4,"Sorbitol",0.48,0.4705,0.155543547,0.120497543,"BHI_10"
"Lachnospiraceae",5,"Sorbitol",0.4695,0.4705,0.120497543,0.120497543,"BHI_10"
"Lachnospiraceae",6,"Sorbitol",0.438,0.4705,0.14022634,0.120497543,"BHI_10"
"Lachnospiraceae",7,"Sorbitol",0.4705,0.4705,0.069443753,0.120497543,"BHI_10"
"Lachnospiraceae",8,"Sorbitol",0.495,0.4705,0.083937741,0.120497543,"BHI_10"
"Lachnospiraceae",2,"Succinate",0.227,0.2215,0.2474696395,0.195863363,"BHI_10"
"Lachnospiraceae",3,"Succinate",0.1885,0.2215,0.195863363,0.195863363,"BHI_10"
"Lachnospiraceae",4,"Succinate",0.2235,0.2215,0.1292098295,0.195863363,"BHI_10"
"Lachnospiraceae",5,"Succinate",0.21,0.2215,0.1928718845,0.195863363,"BHI_10"
"Lachnospiraceae",6,"Succinate",0.189,0.2215,0.2280796115,0.195863363,"BHI_10"
"Lachnospiraceae",7,"Succinate",0.2215,0.2215,0.191210453,0.195863363,"BHI_10"
"Lachnospiraceae",8,"Succinate",0.231,0.2215,0.2109117015,0.195863363,"BHI_10"
"Lachnospiraceae",2,"Sucrose",0.496,0.5285,0.021959491,0.098513989,"BHI_10"
"Lachnospiraceae",3,"Sucrose",0.5115,0.5285,0.206803714,0.098513989,"BHI_10"
"Lachnospiraceae",4,"Sucrose",0.5975,0.5285,0.181056886,0.098513989,"BHI_10"
"Lachnospiraceae",5,"Sucrose",0.5285,0.5285,0.0552774445,0.098513989,"BHI_10"
"Lachnospiraceae",6,"Sucrose",0.455,0.5285,0.1226426125,0.098513989,"BHI_10"
"Lachnospiraceae",7,"Sucrose",0.6125,0.5285,0.098513989,0.098513989,"BHI_10"
"Lachnospiraceae",8,"Sucrose",0.661,0.5285,0.0208824675,0.098513989,"BHI_10"
"Lachnospiraceae",2,"ddH2O",0.207,0.207,0.1909326215,0.1909326215,"BHI_10"
"Lachnospiraceae",3,"ddH2O",0.1965,0.207,0.125349463,0.1909326215,"BHI_10"
"Lachnospiraceae",4,"ddH2O",0.2175,0.207,0.1704267915,0.1909326215,"BHI_10"
"Lachnospiraceae",5,"ddH2O",0.205,0.207,0.203324451,0.1909326215,"BHI_10"
"Lachnospiraceae",6,"ddH2O",0.2155,0.207,0.205050424,0.1909326215,"BHI_10"
"Lachnospiraceae",7,"ddH2O",0.188,0.207,0.1576384775,0.1909326215,"BHI_10"
"Lachnospiraceae",8,"ddH2O",0.2135,0.207,0.2284245025,0.1909326215,"BHI_10"
"Methanobacteriaceae",2,"Acetate",0.225,0.1965,NA,0.007091162,"BHI_10"
"Methanobacteriaceae",3,"Acetate",0.159,0.1965,NA,0.007091162,"BHI_10"
"Methanobacteriaceae",4,"Acetate",0.1965,0.1965,NA,0.007091162,"BHI_10"
"Methanobacteriaceae",5,"Acetate",0.178,0.1965,NA,0.007091162,"BHI_10"
"Methanobacteriaceae",6,"Acetate",0.1725,0.1965,NA,0.007091162,"BHI_10"
"Methanobacteriaceae",7,"Acetate",0.2025,0.1965,0.007091162,0.007091162,"BHI_10"
"Methanobacteriaceae",8,"Acetate",0.2035,0.1965,NA,0.007091162,"BHI_10"
"Methanobacteriaceae",2,"Arabinose",0.459,0.474,NA,0.0118124015,"BHI_10"
"Methanobacteriaceae",3,"Arabinose",0.4385,0.474,NA,0.0118124015,"BHI_10"
"Methanobacteriaceae",4,"Arabinose",0.474,0.474,NA,0.0118124015,"BHI_10"
"Methanobacteriaceae",5,"Arabinose",0.493,0.474,NA,0.0118124015,"BHI_10"
"Methanobacteriaceae",6,"Arabinose",0.5285,0.474,NA,0.0118124015,"BHI_10"
"Methanobacteriaceae",7,"Arabinose",0.4635,0.474,0.0118124015,0.0118124015,"BHI_10"
"Methanobacteriaceae",8,"Arabinose",0.5355,0.474,NA,0.0118124015,"BHI_10"
"Methanobacteriaceae",2,"Citrate",0.2775,0.275,NA,0.02573962525,"BHI_10"
"Methanobacteriaceae",3,"Citrate",0.2455,0.275,NA,0.02573962525,"BHI_10"
"Methanobacteriaceae",4,"Citrate",0.2705,0.275,NA,0.02573962525,"BHI_10"
"Methanobacteriaceae",5,"Citrate",0.29,0.275,NA,0.02573962525,"BHI_10"
"Methanobacteriaceae",6,"Citrate",0.265,0.275,NA,0.02573962525,"BHI_10"
"Methanobacteriaceae",7,"Citrate",0.275,0.275,0.0140253875,0.02573962525,"BHI_10"
"Methanobacteriaceae",8,"Citrate",0.331,0.275,0.037453863,0.02573962525,"BHI_10"
"Methanobacteriaceae",2,"Fructose",0.419,0.472,NA,0.0153414595,"BHI_10"
"Methanobacteriaceae",3,"Fructose",0.457,0.472,NA,0.0153414595,"BHI_10"
"Methanobacteriaceae",4,"Fructose",0.5045,0.472,NA,0.0153414595,"BHI_10"
"Methanobacteriaceae",5,"Fructose",0.472,0.472,NA,0.0153414595,"BHI_10"
"Methanobacteriaceae",6,"Fructose",0.474,0.472,NA,0.0153414595,"BHI_10"
"Methanobacteriaceae",7,"Fructose",0.4715,0.472,0.0153414595,0.0153414595,"BHI_10"
"Methanobacteriaceae",8,"Fructose",0.5845,0.472,NA,0.0153414595,"BHI_10"
"Methanobacteriaceae",2,"Fucose",0.2855,0.3895,NA,0.0185693035,"BHI_10"
"Methanobacteriaceae",3,"Fucose",0.3585,0.3895,NA,0.0185693035,"BHI_10"
"Methanobacteriaceae",4,"Fucose",0.42,0.3895,NA,0.0185693035,"BHI_10"
"Methanobacteriaceae",5,"Fucose",0.4015,0.3895,NA,0.0185693035,"BHI_10"
"Methanobacteriaceae",6,"Fucose",0.386,0.3895,NA,0.0185693035,"BHI_10"
"Methanobacteriaceae",7,"Fucose",0.3895,0.3895,0.0185693035,0.0185693035,"BHI_10"
"Methanobacteriaceae",8,"Fucose",0.4085,0.3895,NA,0.0185693035,"BHI_10"
"Methanobacteriaceae",2,"Fumarate",0.2885,0.293,NA,0.000335579,"BHI_10"
"Methanobacteriaceae",3,"Fumarate",0.2655,0.293,NA,0.000335579,"BHI_10"
"Methanobacteriaceae",4,"Fumarate",0.329,0.293,NA,0.000335579,"BHI_10"
"Methanobacteriaceae",5,"Fumarate",0.293,0.293,NA,0.000335579,"BHI_10"
"Methanobacteriaceae",6,"Fumarate",0.2685,0.293,NA,0.000335579,"BHI_10"
"Methanobacteriaceae",7,"Fumarate",0.293,0.293,0.000335579,0.000335579,"BHI_10"
"Methanobacteriaceae",8,"Fumarate",0.3175,0.293,NA,0.000335579,"BHI_10"
"Methanobacteriaceae",2,"Galacticol",0.27,0.363,NA,0.010900673,"BHI_10"
"Methanobacteriaceae",3,"Galacticol",0.334,0.363,NA,0.010900673,"BHI_10"
"Methanobacteriaceae",4,"Galacticol",0.44,0.363,NA,0.010900673,"BHI_10"
"Methanobacteriaceae",5,"Galacticol",0.458,0.363,NA,0.010900673,"BHI_10"
"Methanobacteriaceae",6,"Galacticol",0.2565,0.363,NA,0.010900673,"BHI_10"
"Methanobacteriaceae",7,"Galacticol",0.42,0.363,0.010900673,0.010900673,"BHI_10"
"Methanobacteriaceae",8,"Galacticol",0.363,0.363,NA,0.010900673,"BHI_10"
"Methanobacteriaceae",2,"Galactose",0.4275,0.459,NA,0.007908569,"BHI_10"
"Methanobacteriaceae",3,"Galactose",0.4575,0.459,NA,0.007908569,"BHI_10"
"Methanobacteriaceae",4,"Galactose",0.4945,0.459,NA,0.007908569,"BHI_10"
"Methanobacteriaceae",5,"Galactose",0.5305,0.459,NA,0.007908569,"BHI_10"
"Methanobacteriaceae",6,"Galactose",0.459,0.459,NA,0.007908569,"BHI_10"
"Methanobacteriaceae",7,"Galactose",0.433,0.459,0.007908569,0.007908569,"BHI_10"
"Methanobacteriaceae",8,"Galactose",0.531,0.459,NA,0.007908569,"BHI_10"
"Methanobacteriaceae",2,"Glucose",0.424,0.491,NA,0.0233785215,"BHI_10"
"Methanobacteriaceae",3,"Glucose",0.4665,0.491,NA,0.0233785215,"BHI_10"
"Methanobacteriaceae",4,"Glucose",0.503,0.491,NA,0.0233785215,"BHI_10"
"Methanobacteriaceae",5,"Glucose",0.5105,0.491,NA,0.0233785215,"BHI_10"
"Methanobacteriaceae",6,"Glucose",0.491,0.491,NA,0.0233785215,"BHI_10"
"Methanobacteriaceae",7,"Glucose",0.381,0.491,0.0233785215,0.0233785215,"BHI_10"
"Methanobacteriaceae",8,"Glucose",0.5805,0.491,NA,0.0233785215,"BHI_10"
"Methanobacteriaceae",2,"Glycerol",0.2845,0.30725,NA,NA,"BHI_10"
"Methanobacteriaceae",3,"Glycerol",0.3405,0.30725,NA,NA,"BHI_10"
"Methanobacteriaceae",4,"Glycerol",0.3185,0.30725,NA,NA,"BHI_10"
"Methanobacteriaceae",5,"Glycerol",0.333,0.30725,NA,NA,"BHI_10"
"Methanobacteriaceae",6,"Glycerol",0.2635,0.30725,NA,NA,"BHI_10"
"Methanobacteriaceae",7,"Glycerol",0.296,0.30725,NA,NA,"BHI_10"
"Methanobacteriaceae",8,"Glycerol",NA,0.30725,NA,NA,"BHI_10"
"Methanobacteriaceae",2,"Lactose",0.471,0.4885,NA,0.007688277,"BHI_10"
"Methanobacteriaceae",3,"Lactose",0.479,0.4885,NA,0.007688277,"BHI_10"
"Methanobacteriaceae",4,"Lactose",0.4885,0.4885,NA,0.007688277,"BHI_10"
"Methanobacteriaceae",5,"Lactose",0.489,0.4885,NA,0.007688277,"BHI_10"
"Methanobacteriaceae",6,"Lactose",0.527,0.4885,NA,0.007688277,"BHI_10"
"Methanobacteriaceae",7,"Lactose",0.456,0.4885,0.007688277,0.007688277,"BHI_10"
"Methanobacteriaceae",8,"Lactose",0.544,0.4885,NA,0.007688277,"BHI_10"
"Methanobacteriaceae",2,"Maltose",0.46,0.497,NA,0.0083600045,"BHI_10"
"Methanobacteriaceae",3,"Maltose",0.497,0.497,NA,0.0083600045,"BHI_10"
"Methanobacteriaceae",4,"Maltose",0.504,0.497,NA,0.0083600045,"BHI_10"
"Methanobacteriaceae",5,"Maltose",0.4965,0.497,NA,0.0083600045,"BHI_10"
"Methanobacteriaceae",6,"Maltose",0.521,0.497,NA,0.0083600045,"BHI_10"
"Methanobacteriaceae",7,"Maltose",0.4605,0.497,0.0083600045,0.0083600045,"BHI_10"
"Methanobacteriaceae",8,"Maltose",0.5665,0.497,NA,0.0083600045,"BHI_10"
"Methanobacteriaceae",2,"Mannitol",0.521,0.5095,NA,0.016358844,"BHI_10"
"Methanobacteriaceae",3,"Mannitol",0.4475,0.5095,NA,0.016358844,"BHI_10"
"Methanobacteriaceae",4,"Mannitol",0.4975,0.5095,NA,0.016358844,"BHI_10"
"Methanobacteriaceae",5,"Mannitol",0.5205,0.5095,NA,0.016358844,"BHI_10"
"Methanobacteriaceae",6,"Mannitol",0.4965,0.5095,NA,0.016358844,"BHI_10"
"Methanobacteriaceae",7,"Mannitol",0.5095,0.5095,0.016358844,0.016358844,"BHI_10"
"Methanobacteriaceae",8,"Mannitol",0.5235,0.5095,NA,0.016358844,"BHI_10"
"Methanobacteriaceae",2,"Mannose",0.4565,0.5305,NA,0.0099914765,"BHI_10"
"Methanobacteriaceae",3,"Mannose",0.4925,0.5305,NA,0.0099914765,"BHI_10"
"Methanobacteriaceae",4,"Mannose",0.5305,0.5305,NA,0.0099914765,"BHI_10"
"Methanobacteriaceae",5,"Mannose",0.5535,0.5305,NA,0.0099914765,"BHI_10"
"Methanobacteriaceae",6,"Mannose",0.5705,0.5305,NA,0.0099914765,"BHI_10"
"Methanobacteriaceae",7,"Mannose",0.5275,0.5305,0.0099914765,0.0099914765,"BHI_10"
"Methanobacteriaceae",8,"Mannose",0.5635,0.5305,NA,0.0099914765,"BHI_10"
"Methanobacteriaceae",2,"Melibiose",0.561,0.561,NA,0.001466993,"BHI_10"
"Methanobacteriaceae",3,"Melibiose",0.603,0.561,NA,0.001466993,"BHI_10"
"Methanobacteriaceae",4,"Melibiose",0.47,0.561,NA,0.001466993,"BHI_10"
"Methanobacteriaceae",5,"Melibiose",0.521,0.561,NA,0.001466993,"BHI_10"
"Methanobacteriaceae",6,"Melibiose",0.4965,0.561,NA,0.001466993,"BHI_10"
"Methanobacteriaceae",7,"Melibiose",0.683,0.561,0.001466993,0.001466993,"BHI_10"
"Methanobacteriaceae",8,"Melibiose",0.5795,0.561,NA,0.001466993,"BHI_10"
"Methanobacteriaceae",2,"Oxaloacetate",0.279,0.278,NA,0.025712689,"BHI_10"
"Methanobacteriaceae",3,"Oxaloacetate",0.278,0.278,NA,0.025712689,"BHI_10"
"Methanobacteriaceae",4,"Oxaloacetate",0.247,0.278,NA,0.025712689,"BHI_10"
"Methanobacteriaceae",5,"Oxaloacetate",0.269,0.278,NA,0.025712689,"BHI_10"
"Methanobacteriaceae",6,"Oxaloacetate",0.271,0.278,NA,0.025712689,"BHI_10"
"Methanobacteriaceae",7,"Oxaloacetate",0.286,0.278,0.025712689,0.025712689,"BHI_10"
"Methanobacteriaceae",8,"Oxaloacetate",0.314,0.278,NA,0.025712689,"BHI_10"
"Methanobacteriaceae",2,"Pyruvate",0.3315,0.309,NA,0.0260883195,"BHI_10"
"Methanobacteriaceae",3,"Pyruvate",0.279,0.309,NA,0.0260883195,"BHI_10"
"Methanobacteriaceae",4,"Pyruvate",0.309,0.309,NA,0.0260883195,"BHI_10"
"Methanobacteriaceae",5,"Pyruvate",0.3125,0.309,NA,0.0260883195,"BHI_10"
"Methanobacteriaceae",6,"Pyruvate",0.2795,0.309,NA,0.0260883195,"BHI_10"
"Methanobacteriaceae",7,"Pyruvate",0.2895,0.309,0.0260883195,0.0260883195,"BHI_10"
"Methanobacteriaceae",8,"Pyruvate",0.3765,0.309,NA,0.0260883195,"BHI_10"
"Methanobacteriaceae",2,"Rhamnose",0.3735,0.355,NA,0.016508955,"BHI_10"
"Methanobacteriaceae",3,"Rhamnose",0.355,0.355,NA,0.016508955,"BHI_10"
"Methanobacteriaceae",4,"Rhamnose",0.3535,0.355,NA,0.016508955,"BHI_10"
"Methanobacteriaceae",5,"Rhamnose",0.3665,0.355,NA,0.016508955,"BHI_10"
