"Family","Donor","CS","OD","OD_median","relab","relab_median","BaseMedia"
"Alcaligenaceae",2,"Rhamnose",0.3735,0.355,0.0295986265,0.0257753405,"BHI_10"
"Alcaligenaceae",3,"Rhamnose",0.355,0.355,0.0108659255,0.0257753405,"BHI_10"
"Alcaligenaceae",4,"Rhamnose",0.3535,0.355,0.0297168845,0.0257753405,"BHI_10"
"Alcaligenaceae",5,"Rhamnose",0.3665,0.355,0.0257753405,0.0257753405,"BHI_10"
"Alcaligenaceae",6,"Rhamnose",0.297,0.355,0.000272752,0.0257753405,"BHI_10"
"Alcaligenaceae",7,"Rhamnose",0.3405,0.355,0.0103068915,0.0257753405,"BHI_10"
"Alcaligenaceae",8,"Rhamnose",0.379,0.355,0.0264047375,0.0257753405,"BHI_10"
"Alcaligenaceae",2,"Ribose",0.3435,0.3985,0.020408006,0.007167184,"BHI_10"
"Alcaligenaceae",3,"Ribose",0.3725,0.3985,0.007167184,0.007167184,"BHI_10"
"Alcaligenaceae",4,"Ribose",0.3415,0.3985,0.0043863375,0.007167184,"BHI_10"
"Alcaligenaceae",5,"Ribose",0.554,0.3985,0.0165810835,0.007167184,"BHI_10"
"Alcaligenaceae",6,"Ribose",0.4195,0.3985,8.65e-05,0.007167184,"BHI_10"
"Alcaligenaceae",7,"Ribose",0.3985,0.3985,0.002923977,0.007167184,"BHI_10"
"Alcaligenaceae",8,"Ribose",0.425,0.3985,0.0219400675,0.007167184,"BHI_10"
"Alcaligenaceae",2,"Sorbitol",0.484,0.4705,0.0257770795,0.0150824085,"BHI_10"
"Alcaligenaceae",3,"Sorbitol",0.4135,0.4705,0.0070901205,0.0150824085,"BHI_10"
"Alcaligenaceae",4,"Sorbitol",0.48,0.4705,0.0150824085,0.0150824085,"BHI_10"
"Alcaligenaceae",5,"Sorbitol",0.4695,0.4705,0.0161087795,0.0150824085,"BHI_10"
"Alcaligenaceae",6,"Sorbitol",0.438,0.4705,0.000125339,0.0150824085,"BHI_10"
"Alcaligenaceae",7,"Sorbitol",0.4705,0.4705,0.005558386,0.0150824085,"BHI_10"
"Alcaligenaceae",8,"Sorbitol",0.495,0.4705,0.017377943,0.0150824085,"BHI_10"
"Alcaligenaceae",2,"Succinate",0.227,0.2215,0.0505604075,0.02613287,"BHI_10"
"Alcaligenaceae",3,"Succinate",0.1885,0.2215,0.02613287,0.02613287,"BHI_10"
"Alcaligenaceae",4,"Succinate",0.2235,0.2215,0.0240238045,0.02613287,"BHI_10"
"Alcaligenaceae",5,"Succinate",0.21,0.2215,0.021683954,0.02613287,"BHI_10"
"Alcaligenaceae",6,"Succinate",0.189,0.2215,0.000137931,0.02613287,"BHI_10"
"Alcaligenaceae",7,"Succinate",0.2215,0.2215,0.0437042555,0.02613287,"BHI_10"
"Alcaligenaceae",8,"Succinate",0.231,0.2215,0.0376970695,0.02613287,"BHI_10"
"Alcaligenaceae",2,"Sucrose",0.496,0.5285,0.016949733,0.0108420105,"BHI_10"
"Alcaligenaceae",3,"Sucrose",0.5115,0.5285,0.0102435195,0.0108420105,"BHI_10"
"Alcaligenaceae",4,"Sucrose",0.5975,0.5285,0.022242126,0.0108420105,"BHI_10"
"Alcaligenaceae",5,"Sucrose",0.5285,0.5285,0.0114405015,0.0108420105,"BHI_10"
"Alcaligenaceae",6,"Sucrose",0.455,0.5285,NA,0.0108420105,"BHI_10"
"Alcaligenaceae",7,"Sucrose",0.6125,0.5285,0.006881606,0.0108420105,"BHI_10"
"Alcaligenaceae",8,"Sucrose",0.661,0.5285,0.004680066,0.0108420105,"BHI_10"
"Alcaligenaceae",2,"ddH2O",0.207,0.207,0.0444664465,0.0405356955,"BHI_10"
"Alcaligenaceae",3,"ddH2O",0.1965,0.207,0.012919649,0.0405356955,"BHI_10"
"Alcaligenaceae",4,"ddH2O",0.2175,0.207,0.042644482,0.0405356955,"BHI_10"
"Alcaligenaceae",5,"ddH2O",0.205,0.207,0.0363946465,0.0405356955,"BHI_10"
"Alcaligenaceae",6,"ddH2O",0.2155,0.207,0.0002704795,0.0405356955,"BHI_10"
"Alcaligenaceae",7,"ddH2O",0.188,0.207,0.0470479095,0.0405356955,"BHI_10"
"Alcaligenaceae",8,"ddH2O",0.2135,0.207,0.0405356955,0.0405356955,"BHI_10"
"Bacteroidaceae",2,"Acetate",0.225,0.1965,0.169647759,0.1804264115,"BHI_10"
"Bacteroidaceae",3,"Acetate",0.159,0.1965,0.2066506625,0.1804264115,"BHI_10"
"Bacteroidaceae",4,"Acetate",0.1965,0.1965,0.1804264115,0.1804264115,"BHI_10"
"Bacteroidaceae",5,"Acetate",0.178,0.1965,0.169384275,0.1804264115,"BHI_10"
"Bacteroidaceae",6,"Acetate",0.1725,0.1965,0.203835675,0.1804264115,"BHI_10"
"Bacteroidaceae",7,"Acetate",0.2025,0.1965,0.2030800485,0.1804264115,"BHI_10"
"Bacteroidaceae",8,"Acetate",0.2035,0.1965,0.154237131,0.1804264115,"BHI_10"
"Bacteroidaceae",2,"Arabinose",0.459,0.474,0.0811400635,0.074189201,"BHI_10"
"Bacteroidaceae",3,"Arabinose",0.4385,0.474,0.068982605,0.074189201,"BHI_10"
"Bacteroidaceae",4,"Arabinose",0.474,0.474,0.07191696,0.074189201,"BHI_10"
"Bacteroidaceae",5,"Arabinose",0.493,0.474,0.057441424,0.074189201,"BHI_10"
"Bacteroidaceae",6,"Arabinose",0.5285,0.474,0.074189201,0.074189201,"BHI_10"
"Bacteroidaceae",7,"Arabinose",0.4635,0.474,0.09254195,0.074189201,"BHI_10"
"Bacteroidaceae",8,"Arabinose",0.5355,0.474,0.141448066,0.074189201,"BHI_10"
"Bacteroidaceae",2,"Citrate",0.2775,0.275,0.091220389,0.109792517,"BHI_10"
"Bacteroidaceae",3,"Citrate",0.2455,0.275,0.121722581,0.109792517,"BHI_10"
"Bacteroidaceae",4,"Citrate",0.2705,0.275,0.083720777,0.109792517,"BHI_10"
"Bacteroidaceae",5,"Citrate",0.29,0.275,0.0827384045,0.109792517,"BHI_10"
"Bacteroidaceae",6,"Citrate",0.265,0.275,0.12927417,0.109792517,"BHI_10"
"Bacteroidaceae",7,"Citrate",0.275,0.275,0.109792517,0.109792517,"BHI_10"
"Bacteroidaceae",8,"Citrate",0.331,0.275,0.2100720635,0.109792517,"BHI_10"
"Bacteroidaceae",2,"Fructose",0.419,0.472,0.089359938,0.0665376405,"BHI_10"
"Bacteroidaceae",3,"Fructose",0.457,0.472,0.076079919,0.0665376405,"BHI_10"
"Bacteroidaceae",4,"Fructose",0.5045,0.472,0.0665376405,0.0665376405,"BHI_10"
"Bacteroidaceae",5,"Fructose",0.472,0.472,0.0540088745,0.0665376405,"BHI_10"
"Bacteroidaceae",6,"Fructose",0.474,0.472,0.0491886625,0.0665376405,"BHI_10"
"Bacteroidaceae",7,"Fructose",0.4715,0.472,0.0856411695,0.0665376405,"BHI_10"
"Bacteroidaceae",8,"Fructose",0.5845,0.472,0.064843622,0.0665376405,"BHI_10"
"Bacteroidaceae",2,"Fucose",0.2855,0.3895,0.0883984605,0.0741697185,"BHI_10"
"Bacteroidaceae",3,"Fucose",0.3585,0.3895,0.063625926,0.0741697185,"BHI_10"
"Bacteroidaceae",4,"Fucose",0.42,0.3895,0.0731055415,0.0741697185,"BHI_10"
"Bacteroidaceae",5,"Fucose",0.4015,0.3895,0.0741697185,0.0741697185,"BHI_10"
"Bacteroidaceae",6,"Fucose",0.386,0.3895,0.068132954,0.0741697185,"BHI_10"
"Bacteroidaceae",7,"Fucose",0.3895,0.3895,0.1323722095,0.0741697185,"BHI_10"
"Bacteroidaceae",8,"Fucose",0.4085,0.3895,0.1363505045,0.0741697185,"BHI_10"
"Bacteroidaceae",2,"Fumarate",0.2885,0.293,0.100267278,0.1017539105,"BHI_10"
"Bacteroidaceae",3,"Fumarate",0.2655,0.293,0.1183756015,0.1017539105,"BHI_10"
"Bacteroidaceae",4,"Fumarate",0.329,0.293,0.092866393,0.1017539105,"BHI_10"
"Bacteroidaceae",5,"Fumarate",0.293,0.293,0.1017539105,0.1017539105,"BHI_10"
"Bacteroidaceae",6,"Fumarate",0.2685,0.293,0.095701502,0.1017539105,"BHI_10"
"Bacteroidaceae",7,"Fumarate",0.293,0.293,0.146561262,0.1017539105,"BHI_10"
"Bacteroidaceae",8,"Fumarate",0.3175,0.293,0.1221737075,0.1017539105,"BHI_10"
"Bacteroidaceae",2,"Galacticol",0.27,0.363,0.119688927,0.1274749145,"BHI_10"
"Bacteroidaceae",3,"Galacticol",0.334,0.363,0.1283496105,0.1274749145,"BHI_10"
"Bacteroidaceae",4,"Galacticol",0.44,0.363,0.094236215,0.1274749145,"BHI_10"
"Bacteroidaceae",5,"Galacticol",0.458,0.363,0.0660779815,0.1274749145,"BHI_10"
"Bacteroidaceae",6,"Galacticol",0.2565,0.363,0.1274749145,0.1274749145,"BHI_10"
"Bacteroidaceae",7,"Galacticol",0.42,0.363,0.132401838,0.1274749145,"BHI_10"
"Bacteroidaceae",8,"Galacticol",0.363,0.363,0.183158968,0.1274749145,"BHI_10"
"Bacteroidaceae",2,"Galactose",0.4275,0.459,0.0673362075,0.076529381,"BHI_10"
"Bacteroidaceae",3,"Galactose",0.4575,0.459,0.0766331595,0.076529381,"BHI_10"
"Bacteroidaceae",4,"Galactose",0.4945,0.459,0.087219851,0.076529381,"BHI_10"
"Bacteroidaceae",5,"Galactose",0.5305,0.459,0.048469322,0.076529381,"BHI_10"
"Bacteroidaceae",6,"Galactose",0.459,0.459,0.0694621935,0.076529381,"BHI_10"
"Bacteroidaceae",7,"Galactose",0.433,0.459,0.087138931,0.076529381,"BHI_10"
"Bacteroidaceae",8,"Galactose",0.531,0.459,0.076529381,0.076529381,"BHI_10"
"Bacteroidaceae",2,"Glucose",0.424,0.491,0.063862316,0.063862316,"BHI_10"
"Bacteroidaceae",3,"Glucose",0.4665,0.491,0.059202534,0.063862316,"BHI_10"
"Bacteroidaceae",4,"Glucose",0.503,0.491,0.0405255515,0.063862316,"BHI_10"
"Bacteroidaceae",5,"Glucose",0.5105,0.491,0.0644957935,0.063862316,"BHI_10"
"Bacteroidaceae",6,"Glucose",0.491,0.491,0.0475704345,0.063862316,"BHI_10"
"Bacteroidaceae",7,"Glucose",0.381,0.491,0.1098566005,0.063862316,"BHI_10"
"Bacteroidaceae",8,"Glucose",0.5805,0.491,0.0785185235,0.063862316,"BHI_10"
"Bacteroidaceae",2,"Glycerol",0.2845,0.30725,0.123574046,0.1157172835,"BHI_10"
"Bacteroidaceae",3,"Glycerol",0.3405,0.30725,0.112069128,0.1157172835,"BHI_10"
"Bacteroidaceae",4,"Glycerol",0.3185,0.30725,0.1378647585,0.1157172835,"BHI_10"
"Bacteroidaceae",5,"Glycerol",0.333,0.30725,0.0995554275,0.1157172835,"BHI_10"
"Bacteroidaceae",6,"Glycerol",0.2635,0.30725,0.0530846215,0.1157172835,"BHI_10"
"Bacteroidaceae",7,"Glycerol",0.296,0.30725,0.119365439,0.1157172835,"BHI_10"
"Bacteroidaceae",8,"Glycerol",NA,0.30725,NA,0.1157172835,"BHI_10"
"Bacteroidaceae",2,"Lactose",0.471,0.4885,0.0600227445,0.0600227445,"BHI_10"
"Bacteroidaceae",3,"Lactose",0.479,0.4885,0.058552511,0.0600227445,"BHI_10"
"Bacteroidaceae",4,"Lactose",0.4885,0.4885,0.044674278,0.0600227445,"BHI_10"
"Bacteroidaceae",5,"Lactose",0.489,0.4885,0.046276618,0.0600227445,"BHI_10"
"Bacteroidaceae",6,"Lactose",0.527,0.4885,0.071794677,0.0600227445,"BHI_10"
"Bacteroidaceae",7,"Lactose",0.456,0.4885,0.0915026465,0.0600227445,"BHI_10"
"Bacteroidaceae",8,"Lactose",0.544,0.4885,0.1072606695,0.0600227445,"BHI_10"
"Bacteroidaceae",2,"Maltose",0.46,0.497,0.0979478145,0.0679595615,"BHI_10"
"Bacteroidaceae",3,"Maltose",0.497,0.497,0.0700335895,0.0679595615,"BHI_10"
"Bacteroidaceae",4,"Maltose",0.504,0.497,0.063779711,0.0679595615,"BHI_10"
"Bacteroidaceae",5,"Maltose",0.4965,0.497,0.059623782,0.0679595615,"BHI_10"
"Bacteroidaceae",6,"Maltose",0.521,0.497,0.0679595615,0.0679595615,"BHI_10"
"Bacteroidaceae",7,"Maltose",0.4605,0.497,0.126642492,0.0679595615,"BHI_10"
"Bacteroidaceae",8,"Maltose",0.5665,0.497,0.0557336835,0.0679595615,"BHI_10"
"Bacteroidaceae",2,"Mannitol",0.521,0.5095,0.060543488,0.0582685845,"BHI_10"
"Bacteroidaceae",3,"Mannitol",0.4475,0.5095,0.055739203,0.0582685845,"BHI_10"
"Bacteroidaceae",4,"Mannitol",0.4975,0.5095,0.0574216625,0.0582685845,"BHI_10"
"Bacteroidaceae",5,"Mannitol",0.5205,0.5095,0.0582685845,0.0582685845,"BHI_10"
"Bacteroidaceae",6,"Mannitol",0.4965,0.5095,0.050439894,0.0582685845,"BHI_10"
"Bacteroidaceae",7,"Mannitol",0.5095,0.5095,0.0964430345,0.0582685845,"BHI_10"
"Bacteroidaceae",8,"Mannitol",0.5235,0.5095,0.107098564,0.0582685845,"BHI_10"
"Bacteroidaceae",2,"Mannose",0.4565,0.5305,0.0558839185,0.0558839185,"BHI_10"
"Bacteroidaceae",3,"Mannose",0.4925,0.5305,0.0567236795,0.0558839185,"BHI_10"
"Bacteroidaceae",4,"Mannose",0.5305,0.5305,0.054887166,0.0558839185,"BHI_10"
"Bacteroidaceae",5,"Mannose",0.5535,0.5305,0.051901998,0.0558839185,"BHI_10"
"Bacteroidaceae",6,"Mannose",0.5705,0.5305,0.051828882,0.0558839185,"BHI_10"
"Bacteroidaceae",7,"Mannose",0.5275,0.5305,0.0936487415,0.0558839185,"BHI_10"
"Bacteroidaceae",8,"Mannose",0.5635,0.5305,0.1123556565,0.0558839185,"BHI_10"
"Bacteroidaceae",2,"Melibiose",0.561,0.561,0.078754543,0.0661427895,"BHI_10"
"Bacteroidaceae",3,"Melibiose",0.603,0.561,0.0661427895,0.0661427895,"BHI_10"
"Bacteroidaceae",4,"Melibiose",0.47,0.561,0.060330691,0.0661427895,"BHI_10"
"Bacteroidaceae",5,"Melibiose",0.521,0.561,0.061290695,0.0661427895,"BHI_10"
"Bacteroidaceae",6,"Melibiose",0.4965,0.561,0.0607521545,0.0661427895,"BHI_10"
"Bacteroidaceae",7,"Melibiose",0.683,0.561,0.0906908185,0.0661427895,"BHI_10"
"Bacteroidaceae",8,"Melibiose",0.5795,0.561,0.0966974105,0.0661427895,"BHI_10"
"Bacteroidaceae",2,"Oxaloacetate",0.279,0.278,0.1192151875,0.1078945875,"BHI_10"
"Bacteroidaceae",3,"Oxaloacetate",0.278,0.278,0.1218727245,0.1078945875,"BHI_10"
"Bacteroidaceae",4,"Oxaloacetate",0.247,0.278,0.085112583,0.1078945875,"BHI_10"
"Bacteroidaceae",5,"Oxaloacetate",0.269,0.278,0.0778082335,0.1078945875,"BHI_10"
"Bacteroidaceae",6,"Oxaloacetate",0.271,0.278,0.0802325335,0.1078945875,"BHI_10"
"Bacteroidaceae",7,"Oxaloacetate",0.286,0.278,0.140219676,0.1078945875,"BHI_10"
"Bacteroidaceae",8,"Oxaloacetate",0.314,0.278,0.1078945875,0.1078945875,"BHI_10"
"Bacteroidaceae",2,"Pyruvate",0.3315,0.309,0.11152159,0.11152159,"BHI_10"
"Bacteroidaceae",3,"Pyruvate",0.279,0.309,0.1136516385,0.11152159,"BHI_10"
"Bacteroidaceae",4,"Pyruvate",0.309,0.309,0.0611357025,0.11152159,"BHI_10"
"Bacteroidaceae",5,"Pyruvate",0.3125,0.309,0.071714144,0.11152159,"BHI_10"
"Bacteroidaceae",6,"Pyruvate",0.2795,0.309,0.0854003225,0.11152159,"BHI_10"
"Bacteroidaceae",7,"Pyruvate",0.2895,0.309,0.1179411675,0.11152159,"BHI_10"
"Bacteroidaceae",8,"Pyruvate",0.3765,0.309,0.1997409765,0.11152159,"BHI_10"
"Bacteroidaceae",2,"Rhamnose",0.3735,0.355,0.1112125395,0.0845443065,"BHI_10"
"Bacteroidaceae",3,"Rhamnose",0.355,0.355,0.0804246005,0.0845443065,"BHI_10"
"Bacteroidaceae",4,"Rhamnose",0.3535,0.355,0.0845443065,0.0845443065,"BHI_10"
"Bacteroidaceae",5,"Rhamnose",0.3665,0.355,0.0708708285,0.0845443065,"BHI_10"
"Bacteroidaceae",6,"Rhamnose",0.297,0.355,0.083125774,0.0845443065,"BHI_10"
"Bacteroidaceae",7,"Rhamnose",0.3405,0.355,0.1380359365,0.0845443065,"BHI_10"
"Bacteroidaceae",8,"Rhamnose",0.379,0.355,0.160035271,0.0845443065,"BHI_10"
"Bacteroidaceae",2,"Ribose",0.3435,0.3985,0.089221083,0.1066069495,"BHI_10"
"Bacteroidaceae",3,"Ribose",0.3725,0.3985,0.227659605,0.1066069495,"BHI_10"
"Bacteroidaceae",4,"Ribose",0.3415,0.3985,0.109734415,0.1066069495,"BHI_10"
"Bacteroidaceae",5,"Ribose",0.554,0.3985,0.070078405,0.1066069495,"BHI_10"
"Bacteroidaceae",6,"Ribose",0.4195,0.3985,0.100677628,0.1066069495,"BHI_10"
"Bacteroidaceae",7,"Ribose",0.3985,0.3985,0.1066069495,0.1066069495,"BHI_10"
"Bacteroidaceae",8,"Ribose",0.425,0.3985,0.1697085455,0.1066069495,"BHI_10"
"Bacteroidaceae",2,"Sorbitol",0.484,0.4705,0.0862924525,0.072436861,"BHI_10"
"Bacteroidaceae",3,"Sorbitol",0.4135,0.4705,0.069165423,0.072436861,"BHI_10"
"Bacteroidaceae",4,"Sorbitol",0.48,0.4705,0.0563654005,0.072436861,"BHI_10"
"Bacteroidaceae",5,"Sorbitol",0.4695,0.4705,0.0477829795,0.072436861,"BHI_10"
"Bacteroidaceae",6,"Sorbitol",0.438,0.4705,0.072436861,0.072436861,"BHI_10"
"Bacteroidaceae",7,"Sorbitol",0.4705,0.4705,0.108462238,0.072436861,"BHI_10"
"Bacteroidaceae",8,"Sorbitol",0.495,0.4705,0.0918373975,0.072436861,"BHI_10"
"Bacteroidaceae",2,"Succinate",0.227,0.2215,0.1443459565,0.1397118115,"BHI_10"
"Bacteroidaceae",3,"Succinate",0.1885,0.2215,0.1328298135,0.1397118115,"BHI_10"
"Bacteroidaceae",4,"Succinate",0.2235,0.2215,0.100370186,0.1397118115,"BHI_10"
"Bacteroidaceae",5,"Succinate",0.21,0.2215,0.1397118115,0.1397118115,"BHI_10"
"Bacteroidaceae",6,"Succinate",0.189,0.2215,0.1340482895,0.1397118115,"BHI_10"
"Bacteroidaceae",7,"Succinate",0.2215,0.2215,0.166877795,0.1397118115,"BHI_10"
"Bacteroidaceae",8,"Succinate",0.231,0.2215,0.174079309,0.1397118115,"BHI_10"
"Bacteroidaceae",2,"Sucrose",0.496,0.5285,0.0618992135,0.061341195,"BHI_10"
"Bacteroidaceae",3,"Sucrose",0.5115,0.5285,0.075394184,0.061341195,"BHI_10"
"Bacteroidaceae",4,"Sucrose",0.5975,0.5285,0.057767319,0.061341195,"BHI_10"
"Bacteroidaceae",5,"Sucrose",0.5285,0.5285,0.041321742,0.061341195,"BHI_10"
"Bacteroidaceae",6,"Sucrose",0.455,0.5285,0.061341195,0.061341195,"BHI_10"
"Bacteroidaceae",7,"Sucrose",0.6125,0.5285,0.0857326405,0.061341195,"BHI_10"
"Bacteroidaceae",8,"Sucrose",0.661,0.5285,0.058936691,0.061341195,"BHI_10"
"Bacteroidaceae",2,"ddH2O",0.207,0.207,0.1203020185,0.171023712,"BHI_10"
"Bacteroidaceae",3,"ddH2O",0.1965,0.207,0.193844593,0.171023712,"BHI_10"
"Bacteroidaceae",4,"ddH2O",0.2175,0.207,0.172262039,0.171023712,"BHI_10"
"Bacteroidaceae",5,"ddH2O",0.205,0.207,0.1390231965,0.171023712,"BHI_10"
"Bacteroidaceae",6,"ddH2O",0.2155,0.207,0.1477598395,0.171023712,"BHI_10"
"Bacteroidaceae",7,"ddH2O",0.188,0.207,0.171023712,0.171023712,"BHI_10"
"Bacteroidaceae",8,"ddH2O",0.2135,0.207,0.230637039,0.171023712,"BHI_10"
"Bifidobacteriaceae",2,"Acetate",0.225,0.1965,NA,0.0010663375,"BHI_10"
"Bifidobacteriaceae",3,"Acetate",0.159,0.1965,NA,0.0010663375,"BHI_10"
"Bifidobacteriaceae",4,"Acetate",0.1965,0.1965,NA,0.0010663375,"BHI_10"
"Bifidobacteriaceae",5,"Acetate",0.178,0.1965,NA,0.0010663375,"BHI_10"
"Bifidobacteriaceae",6,"Acetate",0.1725,0.1965,0.000352551,0.0010663375,"BHI_10"
"Bifidobacteriaceae",7,"Acetate",0.2025,0.1965,0.001780124,0.0010663375,"BHI_10"
"Bifidobacteriaceae",8,"Acetate",0.2035,0.1965,NA,0.0010663375,"BHI_10"
"Bifidobacteriaceae",2,"Arabinose",0.459,0.474,0.000106491,0.00017773,"BHI_10"
"Bifidobacteriaceae",3,"Arabinose",0.4385,0.474,0.00017773,0.00017773,"BHI_10"
"Bifidobacteriaceae",4,"Arabinose",0.474,0.474,NA,0.00017773,"BHI_10"
"Bifidobacteriaceae",5,"Arabinose",0.493,0.474,NA,0.00017773,"BHI_10"
"Bifidobacteriaceae",6,"Arabinose",0.5285,0.474,0.000195366,0.00017773,"BHI_10"
"Bifidobacteriaceae",7,"Arabinose",0.4635,0.474,NA,0.00017773,"BHI_10"
"Bifidobacteriaceae",8,"Arabinose",0.5355,0.474,NA,0.00017773,"BHI_10"
"Bifidobacteriaceae",2,"Citrate",0.2775,0.275,NA,NA,"BHI_10"
"Bifidobacteriaceae",3,"Citrate",0.2455,0.275,NA,NA,"BHI_10"
"Bifidobacteriaceae",4,"Citrate",0.2705,0.275,NA,NA,"BHI_10"
"Bifidobacteriaceae",5,"Citrate",0.29,0.275,NA,NA,"BHI_10"
"Bifidobacteriaceae",6,"Citrate",0.265,0.275,NA,NA,"BHI_10"
"Bifidobacteriaceae",7,"Citrate",0.275,0.275,NA,NA,"BHI_10"
"Bifidobacteriaceae",8,"Citrate",0.331,0.275,NA,NA,"BHI_10"
"Bifidobacteriaceae",2,"Fructose",0.419,0.472,NA,0.000121186,"BHI_10"
"Bifidobacteriaceae",3,"Fructose",0.457,0.472,NA,0.000121186,"BHI_10"
"Bifidobacteriaceae",4,"Fructose",0.5045,0.472,0.000132275,0.000121186,"BHI_10"
"Bifidobacteriaceae",5,"Fructose",0.472,0.472,NA,0.000121186,"BHI_10"
"Bifidobacteriaceae",6,"Fructose",0.474,0.472,0.000121186,0.000121186,"BHI_10"
"Bifidobacteriaceae",7,"Fructose",0.4715,0.472,NA,0.000121186,"BHI_10"
"Bifidobacteriaceae",8,"Fructose",0.5845,0.472,0.0001178805,0.000121186,"BHI_10"
"Bifidobacteriaceae",2,"Fucose",0.2855,0.3895,NA,0.000185227,"BHI_10"
"Bifidobacteriaceae",3,"Fucose",0.3585,0.3895,NA,0.000185227,"BHI_10"
"Bifidobacteriaceae",4,"Fucose",0.42,0.3895,NA,0.000185227,"BHI_10"
"Bifidobacteriaceae",5,"Fucose",0.4015,0.3895,NA,0.000185227,"BHI_10"
"Bifidobacteriaceae",6,"Fucose",0.386,0.3895,0.000234861,0.000185227,"BHI_10"
"Bifidobacteriaceae",7,"Fucose",0.3895,0.3895,0.000135593,0.000185227,"BHI_10"
"Bifidobacteriaceae",8,"Fucose",0.4085,0.3895,NA,0.000185227,"BHI_10"
"Bifidobacteriaceae",2,"Fumarate",0.2885,0.293,NA,NA,"BHI_10"
"Bifidobacteriaceae",3,"Fumarate",0.2655,0.293,NA,NA,"BHI_10"
"Bifidobacteriaceae",4,"Fumarate",0.329,0.293,NA,NA,"BHI_10"
"Bifidobacteriaceae",5,"Fumarate",0.293,0.293,NA,NA,"BHI_10"
"Bifidobacteriaceae",6,"Fumarate",0.2685,0.293,NA,NA,"BHI_10"
"Bifidobacteriaceae",7,"Fumarate",0.293,0.293,NA,NA,"BHI_10"
"Bifidobacteriaceae",8,"Fumarate",0.3175,0.293,NA,NA,"BHI_10"
"Bifidobacteriaceae",2,"Galacticol",0.27,0.363,NA,0.000321563,"BHI_10"
"Bifidobacteriaceae",3,"Galacticol",0.334,0.363,NA,0.000321563,"BHI_10"
"Bifidobacteriaceae",4,"Galacticol",0.44,0.363,NA,0.000321563,"BHI_10"
"Bifidobacteriaceae",5,"Galacticol",0.458,0.363,NA,0.000321563,"BHI_10"
"Bifidobacteriaceae",6,"Galacticol",0.2565,0.363,0.000321563,0.000321563,"BHI_10"
"Bifidobacteriaceae",7,"Galacticol",0.42,0.363,NA,0.000321563,"BHI_10"
"Bifidobacteriaceae",8,"Galacticol",0.363,0.363,NA,0.000321563,"BHI_10"
"Bifidobacteriaceae",2,"Galactose",0.4275,0.459,NA,0.00066557,"BHI_10"
"Bifidobacteriaceae",3,"Galactose",0.4575,0.459,NA,0.00066557,"BHI_10"
"Bifidobacteriaceae",4,"Galactose",0.4945,0.459,NA,0.00066557,"BHI_10"
"Bifidobacteriaceae",5,"Galactose",0.5305,0.459,0.001190746,0.00066557,"BHI_10"
"Bifidobacteriaceae",6,"Galactose",0.459,0.459,0.000296885,0.00066557,"BHI_10"
"Bifidobacteriaceae",7,"Galactose",0.433,0.459,NA,0.00066557,"BHI_10"
"Bifidobacteriaceae",8,"Galactose",0.531,0.459,0.00066557,0.00066557,"BHI_10"
"Bifidobacteriaceae",2,"Glucose",0.424,0.491,NA,0.00040224025,"BHI_10"
"Bifidobacteriaceae",3,"Glucose",0.4665,0.491,NA,0.00040224025,"BHI_10"
"Bifidobacteriaceae",4,"Glucose",0.503,0.491,NA,0.00040224025,"BHI_10"
"Bifidobacteriaceae",5,"Glucose",0.5105,0.491,0.0002930025,0.00040224025,"BHI_10"
"Bifidobacteriaceae",6,"Glucose",0.491,0.491,NA,0.00040224025,"BHI_10"
"Bifidobacteriaceae",7,"Glucose",0.381,0.491,0.000511478,0.00040224025,"BHI_10"
"Bifidobacteriaceae",8,"Glucose",0.5805,0.491,NA,0.00040224025,"BHI_10"
"Bifidobacteriaceae",2,"Glycerol",0.2845,0.30725,NA,0.0017496005,"BHI_10"
"Bifidobacteriaceae",3,"Glycerol",0.3405,0.30725,0.003143513,0.0017496005,"BHI_10"
"Bifidobacteriaceae",4,"Glycerol",0.3185,0.30725,NA,0.0017496005,"BHI_10"
"Bifidobacteriaceae",5,"Glycerol",0.333,0.30725,NA,0.0017496005,"BHI_10"
"Bifidobacteriaceae",6,"Glycerol",0.2635,0.30725,0.000355688,0.0017496005,"BHI_10"
"Bifidobacteriaceae",7,"Glycerol",0.296,0.30725,NA,0.0017496005,"BHI_10"
"Bifidobacteriaceae",8,"Glycerol",NA,0.30725,NA,0.0017496005,"BHI_10"
"Bifidobacteriaceae",2,"Lactose",0.471,0.4885,NA,0.001295955,"BHI_10"
"Bifidobacteriaceae",3,"Lactose",0.479,0.4885,0.001295955,0.001295955,"BHI_10"
"Bifidobacteriaceae",4,"Lactose",0.4885,0.4885,NA,0.001295955,"BHI_10"
"Bifidobacteriaceae",5,"Lactose",0.489,0.4885,NA,0.001295955,"BHI_10"
"Bifidobacteriaceae",6,"Lactose",0.527,0.4885,NA,0.001295955,"BHI_10"
"Bifidobacteriaceae",7,"Lactose",0.456,0.4885,NA,0.001295955,"BHI_10"
"Bifidobacteriaceae",8,"Lactose",0.544,0.4885,NA,0.001295955,"BHI_10"
"Bifidobacteriaceae",2,"Maltose",0.46,0.497,NA,0.00364119025,"BHI_10"
"Bifidobacteriaceae",3,"Maltose",0.497,0.497,0.090325657,0.00364119025,"BHI_10"
"Bifidobacteriaceae",4,"Maltose",0.504,0.497,NA,0.00364119025,"BHI_10"
