Index,Point,PCoA_1,PCoA_2
m9BHI,73,-0.23581483667356,0.0233485805421723
m9BHI,74,-0.222700138351335,-5.52506355819176e-05
m9BHI,75,-0.220177038978461,-0.0281883637703163
m9BHI,76,-0.230868813154387,0.0105711989053391
m9BHI,77,-0.23500596030615,0.0400167243589423
m9BHI,78,-0.227677532076767,-0.00469000630502386
m9BHI,79,-0.152752508257421,-0.014572273186259
m9BHI,80,-0.21726121140092,0.0171930590244577
m9BHI,81,-0.184540671062062,-0.0335750172108469
m9BHI,82,-0.201057565286006,-0.012008212422863
m9BHI,83,-0.22475674089408,-0.0143759812801865
m9BHI,84,-0.208459439679806,-0.014640335538814
m9BHI,85,-0.254639168136643,0.0268844766540718
m9BHI,86,-0.254404319545119,0.0304267034737272
m9BHI,87,-0.247167557959538,0.0112031196956939
m9BHI,88,-0.206044002643545,0.0210449961635342
m9BHI,89,-0.227274833763147,0.0194221271217108
m9BHI,90,-0.264139909117585,0.047936150849399
m9BHI,91,-0.18639936122259,-0.0348207845484558
m9BHI,92,-0.27710681391889,0.0554001545509221
