Strain,Time,AA,CS,spp_short,spp_short_2,Family,Fam_col
Blautia producta,10,0.009725901,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.003016079,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.005452252,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.001097021,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.006213578,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.061826779,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.005318879,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.00040607,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.059797934,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.042161255,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.00899862,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.003273969,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.007124703,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000208835,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.00047212,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.008447128,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.000569251,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000322688,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000505724,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.007018969,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.010144842,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.010067934,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.006034806,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.007697109,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.006790028,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000418105,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000671559,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.005869734,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.009959897,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.038640636,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.00420613,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.003890012,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.006086896,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.005920041,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.009265117,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.007090849,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000345595,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000426863,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.054356464,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.008572417,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.009056299,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.011105572,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.003158078,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.006038815,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.00649831,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.019130744,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.006287973,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.012861094,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.005148583,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.003795762,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.006295457,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.004257119,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.017781264,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.008124174,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.006224561,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000346185,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000324809,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.008125354,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.00849025,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.002478729,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002634835,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.005797487,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.005387004,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.06043312,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.005232539,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.003769372,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.008229904,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.005748531,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.004887973,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.006396884,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.008959966,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.007455872,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.05655058,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.007194008,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.015154752,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.009230105,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.006042117,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.010627458,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.00673481,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.016258341,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.009651925,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.002130144,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.010770908,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.012115739,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.001017548,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.007255419,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.004402811,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.005831224,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.006676386,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.007460666,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.001856891,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.007837911,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.006369489,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002627382,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.006706307,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.004164266,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.055500512,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.006024505,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.006483539,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.001688413,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.008009251,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.002742362,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.007561344,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.019803618,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.023314996,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.005699355,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.006576415,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.017312596,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.005858223,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.0005063,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000431911,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000366663,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.015589898,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.007423218,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000471186,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.004264842,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.004970368,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.012105604,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.002478436,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.002819206,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.003699318,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.004175484,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.004411637,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.013593194,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.006290246,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.025362578,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.000578137,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.00232859,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000297718,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000646183,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.005143469,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.010648564,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.026250662,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.009801227,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.007820891,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.007286516,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.005953023,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.046528006,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.00063288,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000653298,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000668407,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000466153,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.00058503,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.006522527,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.008239085,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.007840453,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000669803,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.00075179,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000679334,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.024446352,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.009644657,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.006992685,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.021131451,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.007824428,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.006826421,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.009400558,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.005161082,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.011094185,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.018197613,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.008217122,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.008979799,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.015810525,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.000696626,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.003105357,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.005954607,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.021420726,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.009953266,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.004743553,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.003571785,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.006125516,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.050081399,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.008018021,Oxaloacetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.003349518,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002174667,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002686293,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002359881,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.005268924,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.019605347,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.00603907,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002055379,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002571968,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002202466,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002193233,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.026164368,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.00944835,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.006438855,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.021776543,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.006735096,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.005293567,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.010585155,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.005914119,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,6,0.018830537,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.020699369,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.004249509,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.007267682,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002775785,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.005299503,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.002451066,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.014376514,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.020063043,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.010953596,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.006800601,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.006746108,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.005927405,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.035586592,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.004132714,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.003227006,Mannitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.003852746,Mannose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.004375424,Melibiose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.010545256,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.003762611,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.02085544,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.008005019,ddH2O,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002791395,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.002608966,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,3,0.003798232,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,7,0.015010744,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.005107394,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.007391321,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.019616444,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.006681924,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,16,0.005145138,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000475106,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000478179,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000458495,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.00034788,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000582245,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.002831289,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.004454408,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.003091675,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.003620158,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.012785276,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.024769712,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.008433435,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.010000557,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.01108802,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,48,0.018574065,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.008200339,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.005298823,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.006135901,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.019165024,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.004783551,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.008804864,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.004844302,Sorbitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.003371458,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,4,0.006374201,Sucrose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.00338662,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,8,0.02050645,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.005245028,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.010056916,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.013377084,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000566642,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000582997,Fructose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.00055961,Fucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000540713,Fumarate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.008045515,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.01093408,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,20,0.021985182,Maltose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000739064,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.00067766,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000596775,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.005032369,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.007855588,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.004631701,Citrate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000725245,Pyruvate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000597305,Rhamnose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,1,0.000449925,Ribose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.004787491,Galactitol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.017589399,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.006798014,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.004159972,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,5,0.016219905,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.003712125,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.008656543,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,12,0.014249622,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.004403671,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,0.5,0.000436583,Succinate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.021790864,Galactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.010742687,Glucose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.008708948,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,10,0.015427971,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,24,0.003990298,Acetate,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.004987315,Glycerol,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,34,0.007580043,Lactose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
Blautia producta,2,0.002128053,Arabinose,B. producta,Bp,Lachnospiraceae,darkolivegreen3
